designation	description	img_filename
Bose SoundLink Mini II - Enceinte sans fil Bluetooth - Noir - Bose	"Présentation
Fabricant : Bose
Référence fabricant : 725192-1110 - 725192-2110
  Enceinte Bluetooth SoundLink Mini II Le compagnon de tous vos déplacements
Petite mais puissante ! L’enceinte Bluetooth SoundLink Mini II diffuse un son riche, avec des basses d’une profondeur surprenante pour un modèle qui tient dans le creux de la main. Grâce à cette enceinte ultra-compacte et sans fil, emportez le son Bose partout avec vous. La fonction mains-libres vous permet de prendre vos appels tout en bénéficiant d’un son de qualité. Les invites vocales facilitent l’association Bluetooth. L’enceinte offre une autonomie de plusieurs heures et se recharge sur la plupart des sources d’alimentation USB.


Ambiance sur commande
Avec l’enceinte SoundLink Mini II, pas besoin de câbles : Écoutez votre musique dès que vous en avez envie, où que vous soyez.


Association simplifiée
Grâce aux invites vocales, l’association de l’enceinte avec votre smartphone, votre tablette ou tout autre appareil équipé de la fonction Bluetooth se fait le plus simplement du monde. L’enceinte mémorise par ailleurs les six derniers appareils utilisés pour une reconnexion automatique.


Musique à emporter
Cette enceinte ultra-compacte se glisse sans problème dans un sac à main, un sac à dos ou même la poche d’un manteau. Le son Bose vous accompagne ainsi dans tous vos déplacements.


Simplicité de chargement
À la maison, le socle de chargement fourni vous permet de charger votre enceinte SoundLink Mini II pour qu’elle soit toujours prête lorsque vous sortez. À l’extérieur, vous avez la possibilité de la charger sur la plupart des sources d’alimentation USB, comme un ordinateur portable ou un chargeur de voiture.


Une enceinte qui se fond dans le décor
L’enceinte SoundLink Mini II mise sur la sobriété et l’élégance afin de s’intégrer partout. Son boîtier monobloc en aluminium est à la fois élégant et robuste et saura se faire discret aussi bien chez vous qu’au bureau.


Une protection qui a du style
Des coques souples de différentes couleurs sont proposées en option pour vous permettre de personnaliser votre enceinte tout en protégeant le boîtier aluminium des rayures. Coloris disponibles : Gris, noir charbon, bleu marine, vert énergie et rouge intense.
  Général
Type de Produit Haut-parleur - pour utilisation mobile
Fonction mains libres Oui
Couleur du boîtier Carbone
Système de haut-parleurs
Type de haut-parleurs Active
Amplificateur Intégré
Interfaces Bluetooth
Portée de transmission 10 m
Commandes Touche secret, bouton marche/arrêt, volume
Fonctions supplémentaires Messages parlés
Connexions
Type de connecteur Entrée de ligne audio (fiche mini-phone Stéréo 3,5 mm) - USB - Entrée alimentation CC
Divers
Accessoires inclus Transformateur, câble USB, station de chargement
Alimentation
Source d'alimentation Batterie
Batterie
Type Rechargeable - Lithium Ion
Autonomie (max.) 10 heure(s)
Quantité requise 1
Dimensions et poids
Largeur 18 cm
Profondeur 5.8 cm
Hauteur 5.1 cm
Poids 670 g
Général
Composition du châssis Aluminium
Alimentation
Tension requise CA 120/230 V (50/60 Hz)"	image_1100936231.jpg
Fermoir magnétique taille 19mm	"Présentation
Fermoir magnétique taille 19mm
17 416 480
Fermoir magnétique taille 19mm
Fermoir magnétique taille 19mm"	image_1907251397.jpg
Le B par Maucaillou 2016 Bordeaux Superieur - Vin rouge de Bordeaux Aucune -	"présentation le b par maucaillou 2016 bordeaux superieur - vin rouge de bordeaux aucune - vin rouge
Appellation : Bordeaux
Robe : Rouge
Pays : France
Région : Bordeaux
Le B par Maucaillou 2016 Bordeaux Supérieur - Vin rouge de Bordeaux
AOC Bordeaux Supérieur - 75 cl

Vente interdite aux mineurs. L'abus d'alcool est dangereux pour la sant?. A consommer avec mod?ration
La vente d'alcool est strictement interdite aux mineurs. L'abus d'alcool est dangereux pour la santé, à consommer avec modération."	image_1395843614.jpg
Panasonic DP-UB450EG - 3D lecteur de disque Blu-ray - Panasonic	"Présentation
Fabricant : Panasonic
Référence fabricant : DP-UB450EG-K
Produit soumis à la Rémunération Pour Copie Privée. En savoir plus
Voir le montant de la Rémunération Pour Copie Privée
Général
Type de Produit Lecteur de disque Blu-ray
Technologie 3D Oui
Format De table
Largeur 32 cm
Profondeur 19.3 cm
Hauteur 4.6 cm
Poids 1.2 kg
Couleur du boîtier Noir
DVD
Type de supports CD-R, CD-RW, DVD-R, DVD+RW, DVD-RW, DVD+R, DVD, CD, DVD+R DL, BD-R, BD-RE, BD-ROM, DVD-R DL, BD-R DL, BD-RE DL, Blu-ray Disc, CD-DA
Format du support NTSC, PAL
Profils BD Profil 2.0 (BD-Live)
Convertisseur numérique/analogique audio 32 bits / 384 kHz
Résolution vidéo max. 4K UHD Video Playback
Décodeurs audio intégrés Dolby Digital, Dolby Digital Plus, Dolby TrueHD, DTS-HD Master Audio, DTS-HD High Resolution, Dolby Audio, Dolby Vision
Type de chargement des supports Bac
Sur-échantillonage vidéo Oui (jusqu'à 4 K)
Niveau supérieur 4K Oui
Normes vidéo numériques prises en charge MPEG-2, MKV, H.264, AVCHD, HEVC, BDAV, MP4
Normes audionumériques prises en charge WAV, WMA, AAC, AIFF, MP3, FLAC, DSF, DSD, ALAC, DFF
Normes de photos numériques prises en charge JPEG, MPO
Multimédia réseau et Internet
Interfaces de connectivité IEEE 802.3 (Ethernet), DLNA
Services de diffusion en streaming sur Internet Internet Apps
Partage de contenus multimédias de réseau domestique DLNA
DLNA Oui
Caractéristiques des Blu-ray et DVD
Fonctions supplémentaires Compatible DLNA, lecture vidéo à partir de périphériques USB, VIERA Link, lecture audio numérique à partir de périphériques USB, lecture photo numérique à partir de périphériques USB, Technologie x.v.Colour, couleurs profondes, navigateur Internet, External HDD Playback, 4K High-Precision Chroma Processor, HDR Compatibility
Système audio
Mode de sortie audio Stéreo
Son haute résolution Oui
Format audio numérique Sortie numérique Dolby, sortie numérique Dolby True HD, sortie Dolby Digital Plus, sortie audio principale DTS-HD, sortie numérique audio de haute résolution DTS-HD, Dolby Atmos, DTS:X
Fonctions supplémentaires Commande HDAVI, BD Live, HDR10+
Télécommande
Type Télécommande
Connexions
Type de connecteur 2 x sortie HDMI (HDMI 19 broches de type A) - arrière - LAN (RJ-45) - arrière - USB 2.0 (USB à 4 broches, type A) - avant - Sortie audio numérique (coaxial) (TOSLINK)
Alimentation
Périphérique d'alimentation Alimentation électrique
Tension requise CA 230V (50 Hz)
Consommation en fonctionnement 13 Watt
Consommation électrique en veille 0.3 Watt"	image_1809398166.jpg
Dragnet - Blu-ray - Tom Mankiewicz	"Présentation
Réalisateur : Tom Mankiewicz
Editeur : Elephant Films
Parution : 08/03/2019
Nombre de DVD/VHS : 1
Classification : Policier - Comédie
Acteurs : dan aykroyd - tom hanks - Christopher Plummer - Harry Morgan - paul alexandra - Jack O'Halloran - Elizabeth Ashley - coleman dabney
Synopsis:
Le sergent Joe Friday, officier de police de la ville de Los Angeles, est chargé par son chef, le capitaine Bill Gannon, d'enquêter sur une série de crimes perpétrés par une mystérieuse organisation se nommant les """"Païens"""". Pour cela, le capitaine lui adjoint un nouvel équipier. Friday, étant naturellement strict, rigoureux et respectant le règlement au pied de la lettre, s'attend à avoir un partenaire digne de ce nom. Mais le détective Pep Streebek, qui se présente à lui, est tout son contraire...
Bonus :
- Le film par Cédric Delelé, journaliste à Mad Movies (15')
- Bande-annonce d'époque
- Galerie photos
Oeuvre
Nationalité de l'oeuvre USA
Année de sortie en salles 1987
Public Tous
Couleur Couleur
Durée de la vidéo 106
Support
Type de support Blu-Ray
Zone Zone B
Format d'image 1.85
Format vidéo 16/9
Langues Audio Dolby Digital Français 2.0, Anglais 2.0
Langues Audio DTS Français, Anglais
Sous-titres Français"	image_1240880746.jpg
Porte-vélos 2 vélos sur attelage basculante et pliable FINCH EUFAB - Eufab	"Présentation
Type de produit : Attelage
Poids (grammes) : 500 g à 3 kg

Le porte-vélos plateforme 2 vélos EUFAB sur attelage FINCH
Le porte-vélos FINCH de la marque EUFAB permet de transporter 2 vélos sur la boule d'attelage de votre véhicule. Il est pliable, peu encombrant et facile à manier. Partiellement pré-monté.
- Fixation rapide : Il suffit d'abaisser le levier.
- Basculant avec une pédale, le mécanisme permet généralement d'ouvrir le coffre, même lorsque les vélos sont montés.
- Fixation des vélos avec des fixe-cadres verrouillables, des butées de roue avec sangles de serrage et fixation par serrage.
- Convient à presque tout type d'attelage (Vérifier la charge sur flèche de l'attelage).
- Convient aux vélos électriques, en tenant compte de la charge utile maximum de 60 kg.
- Convient aussi aux vélos avec cadre en Y ou Oversize, jusqu'à un diamètre de 6 cm.
- Consommation de carburant inférieure, comparée au transport sur le toit.
- Normes européennes.

#Caractéristiques#
Caractéristiques techniques du porte vélo 2 vélos EUFAB FINCH :

- Rails profilés en aluminium.
- Écartement des rails : environ 22 cm.
- Axe entre les roues : 130 cm maxi.
- Largeur maximale des pneus dans le rail : 2,2 pouces (5,96 cm) maxi.
- Prise faisceau : 13 broches (EU).
- Matière : Acier, Aluminium et Plastique.
- Dimensions dépliées (L x H x P) : 115 x 67 x 54 cm.
- Dimensions plié (L x H x P) : 30 x 67 x 34 cm environ.
- Charge utile : 60 kg maxi.
- Poids à vide : 17 kg environ."	image_1383526302.jpg
Bracelet en cuir hip hop ML258 - Masala	"Informations complémentaires
Cadeaux romantiques et doux : ces bracelets tissés multicouches peuvent être utilisés comme cadeaux exquis et uniques pour votre mère, femme, s?urs, filles, amis, collègues, etc., cadeaux pour anniversaires, mariages, Noël, Saint-Valentin et autres jours, vous exprimer pleinement Aimez et prenez soin d'eux
Occasions largement portées: très approprié pour assister à diverses occasions importantes, telles que des dîners, des anniversaires, des mariages, des célébrations festives, des cérémonies de remise des diplômes, des concerts, des anniversaires, des soirées dansantes, des baby showers, des divertissements sur la plage, des soirées dansantes, des événements officiels, etc. , et même au quotidien; Montrez votre propre style, rendez-vous brillant, adapté à la plupart des âges
Rappel chaleureux: tous les produits sont photographiés à la lumière naturelle. Ce que vous voyez est pris en nature. Cependant, pour diverses raisons telles que différents moniteurs, les couleurs sur les images peuvent être légèrement différentes de celles réelles. Veuillez utiliser le produit réel doit prévaloir.
Présentation
Marque : Masala
Public : Homme
Bracelet : design chic et structure stylée beaux accessoires
Fiable et durable : le bracelet multicouche tissé à la main est composé de matériaux en alliage de haute qualité et de cuir artificiel, de perles de bois, d'alliage et de corde de chanvre, léger et confortable à porter ; le bracelet tissé multicouche est principalement fabriqué de cuir artificiel, qui est solide et durable
Ajustement: s'adapte facilement aux poignets les plus exquis des femmes et des hommes"	image_1885487888.jpg
Carte de jeu NFC pour Animal Crossing, compatible avec Nintendo Switch Amiibo / Switch Lite / Wii U -10 feuilles Mkp34 - Nintendo Switch	"Informations complémentaires
""""1.Vous aide à vous amuser davantage dans le jeu. Invitez et invitez des villageois rares sur votre propre île.
2. Des tests approfondis sont effectués avant que les cartes ne quittent l'usine pour garantir la qualité du produit et la stabilité des cartes.
3. Fabriqué en plastique PVC, étiquette NFC sur carte, imperméable et résistant à l'usure, réponse rapide. (Fabriqué en Chine)
4. Carte NFC tierce avec le même effet, elle a une impression d'image claire, une puce étanche et une haute qualité intégrée. Les données et fonctions internes de la carte de jeu sont les mêmes que celles de l'Amiibo.
5. Taille de la carte : 8,6 x 5,4 cm""""
Présentation
""""1.Vous aide à vous amuser davantage dans le jeu. Invitez et invitez des villageois rares sur votre propre île.
2. Des tests approfondis sont effectués avant que les cartes ne quittent l'usine pour garantir la qualité du produit et la stabilité des cartes.
3. Fabriqué en plastique PVC, étiquette NFC sur carte, imperméable et résistant à l'usure, réponse rapide. (Fabriqué en Chine)
4. Carte NFC tierce avec le même effet, elle a une impression d'image claire, une puce étanche et une haute qualité intégrée. Les données et fonctions internes de la carte de jeu sont les mêmes que celles de l'Amiibo.
5. Taille de la carte : 8,6 x 5,4 cm"""""	image_1766238028.jpg
Sac Nioka Alliage Rhodié - Luxenter	"Présentation
Marque : luxenter
Public : Femme"	image_1819283112.jpg
The Rolling Stones : Sympathy for the Devil (One + One) - Blu-ray - jean-luc godard	"présentation the rolling stones : sympathy for the devil (one + one) - blu - ray de jean - luc godard - blu-ray
Réalisateur : Jean-Luc Godard
Editeur : Carlotta Films
Parution : 08/10/2008
Nombre de DVD/VHS : 1
Classification : Documentaire - Musical
Acteurs : the rolling stones - Mick Jagger - Keith Richards - Charlie Watts - Brian Jones - Bill Wyman
Synopsis:
En 1968, Les Rolling Stones enregistrent Sympathy for the Devil, single présent dans l'album Beggar's Banquet. Dans une casse, au milieu des carcasses de voitures, des partisans du """"Black Power"""" lisent des textes fondateurs de la révolte noire en fusillant des femmes blanches. """"Eve Democracy"""" se fait assassiner symboliquement sur une plage, le corps drapé d'un voile maculé de sang... Jean-Luc Godard réalise après Week-end et La Chinoise, un film coup de poing. Alternant des séances d'enregistrement des Rolling Stones en studio avec des scènes de contestations et de questionnement politique, le cinéaste capte les luttes et les interrogations au tournant de l'année 68. One + One est la version souhaitée à l'origine par Jean-Luc Godard et Sympathy for the Devil celle souhaitée par les producteurs...
Bonus :
- Nouveau master haute définition
- Livret inédit comprenant de nombreux articles de presse
- Les deux versions du film """"One + One"""" (version de Jean-Luc Godard) et """"Sympathy for the Devil"""" (version des producteurs)
- """"De One + One à Sympathy"""" : préface retraçant la mise en chantier du film jusqu'à son remontage final par la production (6')
- """"One + One"""" par Jean Douchet et Christophe Conte, regards croisés sur Godard et les Rolling Stones en 1968 (23')
- """"Voices"""" : portrait de Jean-Luc Godard (1968 - couleurs/N&B - 43')
- Galerie photos
- Bandes-annonces"	image_876832716.jpg
T-shirt God Of War - Sheepbay	"Informations complémentaires

Col rond
Manches courtes
Ourlet et manches à double couture
Taille européenne
100% coton
Impression résistante au lavage
Numéro de suivi inclus 
Présentation
Marque : Sheepbay
Matière(s) : Coton
T-shirt God Of War - Kratos PS4"	image_1176139389.jpg
Marvel's Spider-Man - Sony Interactive Entertainment	"Présentation
Editeur : Sony Interactive Entertainment
Classification : Action - Adaptation TV/Ciné/BD
Saga : Spider-Man
Titre alternatif : SM
Sortie : 07/09/2018
Nombre de support : 1
Spidey revient !!!

Synopsis :
Explorez un nouveau chapitre de l'univers de Spider-Man avec un Peter Parker plus expérimenté. Mettant en vedette l'un des héros les plus emblématiques de la planète, le nouveau Spider-Man vous offre toutes les acrobaties, les improvisations, et la voltige sur toile que vous attendez, tout en vous surprenant avec des éléments jamais vus dans un jeu Spider-Man. Maîtrisez l'art du parkour dans des environnements interactifs uniques, faites face à de nouveaux combats et à des scènes d'action dignes d'un blockbuster. Découvrez Spider-Man comme vous ne l'avez jamais vu !
 Marvel’s Spider-Man. Soyez meilleur. 
Lorsqu'un nouveau méchant menace la ville de New York, les mondes de Peter Parker et de Spider-Man s'affrontent. Pour sauver la ville et ceux qu'il aime, il doit se lever et être meilleur.
 Soyez Spider-Man 
Après huit ans passés derrière un masque, Peter Parker est un maître dans l'art de lutter contre les crimes. Ressentez toute la puissance d'un Spider-Man plus expérimenté avec des combats improvisés, des prouesses acrobatiques dynamiques, des traversées urbaines fluides et des interactions avec l'environnement. Beaucoup plus qu'un simple débutant, il s'agit du Spider-Man le plus remarquable du jeu à ce jour.
 Les mondes s'affrontent 
Les mondes de Peter Parker et de Spider-Man s'affrontent dans une histoire originale remplie d'action. Dans ce nouvel univers de Spider-Man, des personnages emblématiques de la vie de Peter et de Spider-Man ont été réinventés, présentant des personnages familiers dans des rôles uniques
 Le New York de Marvel est votre terrain de jeu 
La Grosse Pomme prend vie dans le monde le plus vaste et interactif à ce jour créé par Insomniac. Circulez dans des quartiers animés et ayez une vue à couper le souffle des sites emblématiques de Marvel et de Manhattan. Utilisez l'environnement pour vaincre les méchants dans des attaques épiques dignes d'un véritable film d'action
Support
Public 16+
Type de support BD-25 (Bluray Disc)
Conditionnement Boîtier DVD (Keep Case)
Zone A, B, C
Voix Français
Textes Français
Mode de jeu Solo
Nombre de joueur(s) max 1 (solo)
Audio
Système Son 5.1
Vidéo
Système HD
Résolution HD 1080p
Anamorphique Non"	image_1212160890.jpg
